"","TS","TS.sd","pre_value","pre_value.sd","Tego","Tego.sd"
"1",0.150223427483171,0.0139499587905242,NA,NA,NA,NA
"2",0.324336204989005,0.0277954570723408,NA,NA,NA,NA
"3",0.295861384010408,0.0278302905922463,NA,NA,NA,NA
"4",0.276832857774504,0.0278262926202105,NA,NA,NA,NA
"5",0.266374558557204,0.0281437676451496,NA,NA,NA,NA
"6",0.261990355279718,0.0281841472182862,NA,NA,NA,NA
"7",0.227478733863717,0.0259447577343553,NA,NA,NA,NA
"8",0.247331972250237,0.0275312805647001,NA,NA,NA,NA
"9",0.223655649633229,0.0263263532823409,NA,NA,NA,NA
"10",0.217399900456501,0.0258399752341647,NA,NA,NA,NA
"11",0.219378962914179,0.0265447043168384,NA,NA,NA,NA
"12",0.207377605347357,0.0250117526905022,NA,NA,NA,NA
"13",0.192665004705199,0.0241573193730704,NA,NA,NA,NA
"14",0.207833500762975,0.0263087895156841,NA,NA,NA,NA
"15",0.193779023858536,0.0245015461621422,NA,NA,NA,NA
"16",0.199133117174803,0.0253818497067605,NA,NA,NA,NA
"17",0.199722965214977,0.0255304581546476,NA,NA,NA,NA
"18",0.189495459146472,0.0249656511177158,NA,NA,NA,NA
"19",0.193663918965257,0.0248598345696353,NA,NA,NA,NA
"20",0.195886480582509,0.0251323666589915,NA,NA,NA,NA
"21",0.192602395814255,0.0246242228706707,NA,NA,NA,NA
"22",0.193634788227202,0.02530789391782,NA,NA,NA,NA
"23",0.192615840304732,0.0251019480939172,NA,NA,NA,NA
"24",0.193223730162364,0.0250349260828391,NA,NA,NA,NA
"25",0.189688912541887,0.024898777995721,NA,NA,NA,NA
"26",0.186456956181315,0.0238623239579362,NA,NA,NA,NA
"27",0.190216397782528,0.0244554434187963,NA,NA,NA,NA
"28",0.183581825713454,0.0237027103333074,NA,NA,NA,NA
"29",0.186187572767205,0.0242096421582572,NA,NA,NA,NA
"30",0.18939375400843,0.024062209089197,NA,NA,NA,NA
"31",0.193903724299565,0.0252424294852003,NA,NA,NA,NA
"32",0.187664157359938,0.0246465864066911,NA,NA,NA,NA
"33",0.179644170798361,0.0232842655111403,NA,NA,NA,NA
"34",0.188942899132309,0.0246995581167634,NA,NA,NA,NA
"35",0.191729058035447,0.025002042721526,NA,NA,NA,NA
"36",0.194690454430932,0.0253265323995185,NA,NA,NA,NA
"37",0.194605511541422,0.0250721867220052,NA,NA,NA,NA
"38",0.194089599829746,0.0248326339761346,NA,NA,NA,NA
"39",0.200779661844384,0.0257040950428565,NA,NA,NA,NA
"40",0.191377994583305,0.0246905204235522,NA,NA,NA,NA
"41",0.197611441861664,0.0254115727463546,NA,NA,NA,NA
"42",0.19505806654645,0.0251329790776063,NA,NA,NA,NA
"43",0.192518646305631,0.0245117568613916,NA,NA,NA,NA
"44",0.196030089706271,0.0249128968760746,NA,NA,NA,NA
"45",0.199140114119937,0.025509068766479,NA,NA,NA,NA
"46",0.203092174160019,0.0261066796250636,NA,NA,NA,NA
"47",0.195243805271176,0.0249722321523849,NA,NA,NA,NA
"48",0.200924914931744,0.0256131193880166,NA,NA,NA,NA
"49",0.2008578028271,0.0255032562772036,NA,NA,NA,NA
"50",0.205301918019905,0.0263584748695833,NA,NA,NA,NA
